"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-06","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1000.1","","","","1"
"2022-07","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1002.4","","","","1"
"2022-08","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","988.0","","","","1"
"2022-09","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","986.1","","","","1"
"2022-10","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","975.7","","","","1"
"2022-11","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","980.5","","","","1"
"2022-12","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","999.5","","","","1"
"2023-01","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","971.4","","","","1"
"2023-02","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","978.6","","","","1"
"2023-03","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1003.3","","","","1"
"2023-04","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1014.2","","","","1"
"2023-05","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1029.7","","","","1"
"2023-06","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1051.4","","","","1"
"2023-07","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1026.5","","","","1"
"2023-08","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1036.0","","","","1"
"2023-09","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1068.0","","","","1"
"2023-10","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1069.7","","","","1"
"2023-11","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1082.5","","","","1"
"2023-12","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1073.5","","","","1"
"2024-01","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1078.9","","","","1"
"2024-02","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1093.5","","","","1"
"2024-03","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1082.9","","","","1"
"2024-04","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1100.7","","","","1"
"2024-05","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1087.3","","","","1"
"2024-06","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1083.0","","","","1"
"2024-07","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1077.0","","","","1"
"2024-08","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1082.6","","","","1"
"2024-09","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1113.0","","","","1"
"2024-10","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1090.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1065.7","","","","1"
"2024-12","Canada","2021A000011124","Employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710149","1.2.17.1.1","1084.4","","","","1"
"2019-01","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1198.4","","","","1"
"2019-02","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1215.0","","","","1"
"2019-03","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1220.6","","","","1"
"2019-04","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1230.0","","","","1"
"2019-05","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1233.2","","","","1"
"2019-06","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1229.5","","","","1"
"2019-07","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1231.1","","","","1"
"2019-08","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1248.6","","","","1"
"2019-09","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1236.5","","","","1"
"2019-10","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1249.3","","","","1"
"2019-11","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1253.0","","","","1"
"2019-12","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1241.0","","","","1"
"2020-01","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1236.3","","","","1"
"2020-02","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1243.6","","","","1"
"2020-03","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1218.3","","","","1"
"2020-04","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1197.4","","","","1"
"2020-05","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1210.2","","","","1"
"2020-06","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1236.0","","","","1"
"2020-07","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1228.7","","","","1"
"2020-08","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1224.0","","","","1"
"2020-09","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1228.5","","","","1"
"2020-10","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1256.0","","","","1"
"2020-11","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1276.4","","","","1"
"2020-12","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1284.1","","","","1"
"2021-01","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1294.8","","","","1"
"2021-02","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1289.4","","","","1"
"2021-03","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1282.8","","","","1"
"2021-04","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1310.8","","","","1"
"2021-05","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1315.7","","","","1"
"2021-06","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1321.9","","","","1"
"2021-07","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1348.7","","","","1"
"2021-08","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1333.4","","","","1"
"2021-09","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1332.6","","","","1"
"2021-10","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1340.1","","","","1"
"2021-11","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1334.1","","","","1"
"2021-12","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1342.2","","","","1"
"2022-01","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1346.3","","","","1"
"2022-02","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1346.7","","","","1"
"2022-03","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1337.9","","","","1"
"2022-04","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1342.4","","","","1"
"2022-05","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1347.7","","","","1"
"2022-06","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1352.1","","","","1"
"2022-07","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1358.9","","","","1"
"2022-08","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1374.9","","","","1"
"2022-09","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1361.4","","","","1"
"2022-10","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1373.3","","","","1"
"2022-11","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1388.2","","","","1"
"2022-12","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1392.4","","","","1"
"2023-01","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1383.4","","","","1"
"2023-02","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1378.8","","","","1"
"2023-03","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1398.7","","","","1"
"2023-04","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1389.8","","","","1"
"2023-05","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1387.7","","","","1"
"2023-06","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1400.5","","","","1"
"2023-07","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1419.1","","","","1"
"2023-08","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1407.0","","","","1"
"2023-09","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1369.0","","","","1"
"2023-10","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1365.7","","","","1"
"2023-11","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1352.3","","","","1"
"2023-12","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1367.0","","","","1"
"2024-01","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1397.2","","","","1"
"2024-02","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1397.1","","","","1"
"2024-03","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1412.0","","","","1"
"2024-04","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1402.9","","","","1"
"2024-05","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1436.5","","","","1"
"2024-06","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1442.5","","","","1"
"2024-07","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1431.6","","","","1"
"2024-08","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1446.7","","","","1"
"2024-09","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1433.0","","","","1"
"2024-10","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1420.6","","","","1"
"2024-11","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1425.8","","","","1"
"2024-12","Canada","2021A000011124","Employment","Finance, insurance, real estate, rental and leasing [52, 53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710150","1.2.18.1.1","1445.6","","","","1"
"2019-01","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","850.4","","","","1"
"2019-02","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","863.7","","","","1"
"2019-03","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","848.1","","","","1"
"2019-04","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","856.7","","","","1"
"2019-05","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","855.5","","","","1"
"2019-06","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","857.2","","","","1"
"2019-07","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","866.3","","","","1"
"2019-08","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","891.9","","","","1"
"2019-09","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","863.6","","","","1"
"2019-10","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","882.4","","","","1"
"2019-11","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","890.2","","","","1"
"2019-12","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","883.4","","","","1"
"2020-01","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","884.2","","","","1"
"2020-02","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","894.9","","","","1"
"2020-03","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","891.7","","","","1"
"2020-04","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","918.0","","","","1"
"2020-05","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","902.7","","","","1"
"2020-06","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","911.0","","","","1"
"2020-07","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","914.2","","","","1"
"2020-08","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","913.6","","","","1"
"2020-09","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","921.5","","","","1"
"2020-10","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","918.0","","","","1"
"2020-11","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","940.6","","","","1"
"2020-12","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","943.5","","","","1"
"2021-01","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","960.5","","","","1"
"2021-02","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","952.1","","","","1"
"2021-03","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","941.9","","","","1"
"2021-04","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","949.2","","","","1"
"2021-05","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","962.2","","","","1"
"2021-06","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","961.1","","","","1"
"2021-07","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","979.1","","","","1"
"2021-08","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","973.4","","","","1"
"2021-09","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","984.7","","","","1"
"2021-10","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","966.2","","","","1"
"2021-11","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","966.9","","","","1"
"2021-12","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","969.7","","","","1"
"2022-01","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","968.7","","","","1"
"2022-02","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","978.7","","","","1"
"2022-03","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","987.4","","","","1"
"2022-04","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","997.1","","","","1"
"2022-05","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1012.1","","","","1"
"2022-06","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","995.6","","","","1"
"2022-07","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1000.7","","","","1"
"2022-08","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","995.2","","","","1"
